                PID              AREA_1           PERIMETER ZONING 
 569871.00000000000          2099.15625           204.92827 R1L    
 694778.00000000000          2098.57125           186.45974 R1L    
 815985.00000000000          2098.16750           199.29895 R1L    
 275198.00000000000          2096.45125           193.70083 MUC    
 390880.00000000000          2095.99875           221.11200 R1L    
 385914.00000000000          2094.84375           197.51609 R1L    
 857441.00000000000          2093.16875           199.76642 R3     
 359539.00000000000          2092.81250           197.95936 R2     
 390872.00000000000          2091.56875           220.86086 R1L    
 572990.00000000000          2090.81250           384.70470 U      
 492355.00000000000          2090.73875           197.73088 R1L    
 390146.00000000000          2088.18375           186.95955 R2S    
 366757.00000000000          2087.47625           182.91183 R2     
 843995.00000000000          2086.44750           193.29012 R1L    
 193086.00000000000          2085.79500           216.88830 R1L    
 714253.00000000000          2085.55250           185.00257 R1L    
 568980.00000000000          2085.52875           470.31252 OS     
 192351.00000000000          2081.32125           186.93824 R1L    
 337741.00000000000          2081.31250           209.17378 C1     
 393462.00000000000          2080.51125           198.06177 R1L    
 385773.00000000000          2078.50500           196.31515 R3     
1025584.00000000000          2078.33125           229.80359 R1L    
 889881.00000000000          2077.18750           183.69970 OS     
 587162.00000000000          2074.28375           180.21352 R3     
 397356.00000000000          2074.05500           199.01776 R2     
 759936.00000000000          2073.19375           190.82530 M3     
 341594.00000000000          2071.51625           219.08115 R3     
 528281.00000000000          2070.92625           188.48588 R1L    
 372920.00000000000          2069.10625           180.40177 R3     
 636001.00000000000          2067.16500           236.87727 I      
 351452.00000000000          2066.67625           184.73889 R2     
 395962.00000000000          2065.74625           206.93016 R1L    
 709535.00000000000          2065.61500           184.28763 R1L    
 444885.00000000000          2065.48875           182.39648 C2     
 354308.00000000000          2062.46500           262.00664 R3     
 355644.00000000000          2060.73875           212.78038 R2     
 392050.00000000000          2058.63375           181.60468 R1L    
 731125.00000000000          2058.30875           188.41968 MUC    
 872895.00000000000          2055.95000           186.66603 R1L    
 492256.00000000000          2055.82375           185.71965 R1L    
 722991.00000000000          2054.91750           189.90265 R1L    
 395426.00000000000          2077.76250           200.51121 R3     
 393561.00000000000          2052.53750           204.01585 R1L    
 522003.00000000000          2050.05625           191.68547 R1L    
 387670.00000000000          2049.86125           198.49641 C2     
 444695.00000000000          2049.52750           186.32501 R1L    
 396622.00000000000          2049.14250           278.71315 C3     
 373449.00000000000          2047.19625           190.08920 R2     
 340414.00000000000          2046.64250           191.13091 DMU    
 191858.00000000000          2045.68750           189.51219 R1L    
 622241.00000000000          2041.73250           199.95016 R1S    
 384081.00000000000          2041.28750           185.84709 M1     
 913467.00000000000          2040.69125           221.48936 R1L    
 275420.00000000000          2039.05125           208.56181 R2     
 366542.00000000000          2037.80000           246.23042 R1L    
 654210.00000000000          2037.71375           190.60794 R1L    
 191916.00000000000          2037.66250           227.35953 R3     
 145433.00000000000          2037.33750           182.36996 C2     
 191924.00000000000          2036.89750           181.38056 R1L    
 145623.00000000000          2029.15375           224.54779 R2     
 883363.00000000000          2027.87625           195.62055 R1L    
 390047.00000000000          2027.10000           188.35490 R2S    
 712901.00000000000          2026.52250           182.59304 R1L    
 504720.00000000000          2024.58750           192.16680 R1L    
 335166.00000000000          2024.53875           187.10446 DMU    
 464461.00000000000          2024.28875           190.00045 R1L    
 923656.00000000000          2024.13000           189.80747 C2     
 470203.00000000000          2022.33125           180.32130 R1L    
 641183.00000000000          2021.31125           185.91863 R1L    
 787598.00000000000          2021.25625           188.03265 R1L    
 386656.00000000000          2019.78875           198.05287 R1L    
 547760.00000000000          2019.76750           181.24354 R1L    
 866012.00000000000          2018.08875           204.16202 R1S    
 278044.00000000000          2016.83375           222.48165 MUC    
 385385.00000000000          2016.82000           215.38929 R1L    
 145946.00000000000          2015.83250           190.46805 R1L    
 857441.00000000000          2013.96000           187.54510 R3     
 492280.00000000000          2013.79000           183.43666 R1L    
 396432.00000000000          1824.88000           184.01060 MUC    
 739557.00000000000          2013.04875           193.63745 R1L    
 462739.00000000000          2012.67250           180.20626 C2     
 192047.00000000000          2011.57875           194.76839 R1L    
 367912.00000000000          2009.62750           200.00795 R2     
 419101.00000000000          2009.23250           181.74788 R1L    
 763664.00000000000          2009.18500           177.61918 R1L    
 555540.00000000000          2006.80250           179.59439 R1L    
 367995.00000000000          2005.61875           188.97915 R3     
 807883.00000000000          2005.57750           191.98587 R1L    
 145227.00000000000          2004.58500           196.07343 R1L    
 586115.00000000000          2003.02375           226.75408 R3     
 145086.00000000000          2002.71000           223.98919 R1L    
 890285.00000000000          2001.94625           309.46508 R3     
 798546.00000000000          2001.21875           200.44936 R1L    
 370403.00000000000          1998.74625           194.72079 R2     
 192070.00000000000          1997.09250           191.34281 R1L    
 751438.00000000000          1996.45500           195.46292 R1L    
 437152.00000000000          1996.02250           210.61059 R1L    
 755512.00000000000          1995.79750           197.12793 R1L    
 549428.00000000000          1994.05875           177.69167 R1L    
 706416.00000000000          1991.64250           186.30969 R1L    
 277319.00000000000          1990.24500           207.35081 MUC    
 145987.00000000000          1988.86375           199.52797 R2     
 396515.00000000000          1988.39625           242.14735 C3     
 892737.00000000000          1985.64500           188.21355 R2     
 695023.00000000000          1985.07000           181.17042 R1L    
 278200.00000000000          1985.05875           181.97389 R3     
 407403.00000000000          1981.73875           182.04724 R1L    
 278929.00000000000          1981.40000           199.15214 MUC    
 384081.00000000000          1980.46250           193.64257 M1     
 604504.00000000000          1979.85250           211.64821 R2S    
 731125.00000000000          1978.47375           191.67542 MUC    
 335067.00000000000          1978.07375           215.45295 R3     
 408682.00000000000          1977.89125           199.95044 R1L    
 607366.00000000000          1977.24750           187.16525 R2     
 437632.00000000000          1977.00500           190.14117 R1L    
 464446.00000000000          1975.89625           189.91161 R1L    
 547158.00000000000          1974.82750           198.49604 R1L    
 369504.00000000000          1974.81750           191.61435 R3     
 192963.00000000000          1974.43875           177.72643 R1L    
 515494.00000000000          1974.40250           185.18013 R1L    
 862680.00000000000          1974.39750           189.30730 R3     
 387142.00000000000          1973.64250           186.81757 MUC    
 862672.00000000000          1973.42750           188.52829 R3     
 437640.00000000000          1973.20375           190.27839 R1L    
 386979.00000000000          1973.17125           181.70868 R1L    
 562116.00000000000          1972.96250           181.43034 M2     
 388991.00000000000          1972.46125           194.89922 R1L    
 145458.00000000000          1968.56000           223.69081 C2     
 604165.00000000000          1968.55000           181.11565 M2     
 386136.00000000000          1968.00625           226.68621 R1L    
 411926.00000000000          1966.92125           192.33181 R1L    
 683698.00000000000          1966.07500           192.20322 R1L    
 373084.00000000000          1965.97500           181.45976 C2     
 192138.00000000000          1965.08375           177.40430 R1L    
 625806.00000000000          1964.35750           198.70657 R1L    
 716167.00000000000          1963.18625           185.87197 R1L    
 363689.00000000000          1962.74000           174.86454 M1     
 751370.00000000000          1962.60625           174.06438 R1L    
 849034.00000000000          1962.36500           177.27268 M1     
 683904.00000000000          1960.48875           179.39936 C3     
 753004.00000000000          1960.42000           203.21130 R1L    
 145482.00000000000          1959.94500           217.09548 C2     
 575803.00000000000          1959.67875           177.93373 R1L    
 613349.00000000000          1958.93625           194.92792 R1L    
 348920.00000000000          1958.50375           185.66412 R1L    
1007707.00000000000          1958.06375           183.62769 M1     
 730903.00000000000          1957.04250           188.44611 C1     
 366831.00000000000          1956.77375           178.99620 R1L    
 768614.00000000000          1956.72625           183.81783 R1L    
 384271.00000000000          1956.18750           194.34561 R1L    
 385567.00000000000          1956.14250           181.79928 M2     
 385922.00000000000          1956.05125           193.01898 R1L    
 384081.00000000000          1955.91000           183.64490 M1     
 751875.00000000000          1955.69500           217.47971 R1L    
 397430.00000000000          1953.91125           186.56252 C3     
 521997.00000000000          1953.61125           190.89043 R1L    
 773788.00000000000          1953.11750           196.82286 R1L    
 683847.00000000000          1951.04250           185.95593 R2     
 367946.00000000000          1949.61375           176.79846 R3     
 756098.00000000000          1949.11000           199.58091 R1L    
 557660.00000000000          1947.51375           187.07120 R1L    
      0.00000000000          1947.32375           456.52205 U      
 384081.00000000000          1946.03500           185.25482 M1     
 845552.00000000000          1944.32375           184.99872 R1L    
 357285.00000000000          1943.97000           189.36779 R4     
      0.00000000000          1943.72125           553.44709 U      
 274571.00000000000          1943.42625           186.47487 R1S    
 751628.00000000000          1943.07500           212.15424 C2     
 145094.00000000000          1942.79125           220.88859 R1L    
 784090.00000000000          1942.43125           193.95358 R1L    
 390120.00000000000          1942.21250           182.46558 R2S    
 603654.00000000000          1940.88250           176.21026 R2     
 374223.00000000000          1939.01375           176.14936 R3     
 457580.00000000000          1938.28625           186.10631 R1L    
 469742.00000000000          1936.86375           177.70705 R1L    
 844688.00000000000          1935.99000           176.10319 M1     
 794487.00000000000          1935.96500           178.69679 R1L    
 872028.00000000000          1935.57000           177.18958 CDA    
 372524.00000000000          1934.43000           183.65725 R2     
 635383.00000000000          1934.37500           186.18522 R2     
 395046.00000000000          1934.07250           177.28112 R3     
 408443.00000000000          1933.56750           199.23758 R1L    
 359679.00000000000          1932.79500           227.99629 R3     
 568832.00000000000          1931.58250           173.80930 R1L    
 275438.00000000000          1931.20375           205.96142 R2     
 905232.00000000000          1931.01000           231.66140 R1L    
 813899.00000000000          1928.92250           182.29092 R1L    
 275768.00000000000          1928.69375           178.80279 R2     
 390377.00000000000          1927.33250           186.68485 R2S    
 557330.00000000000          1925.93875           178.21857 R1L    
 524942.00000000000          1925.51000           175.24614 R3     
 358606.00000000000          1921.71250           248.12487 C3     
 430280.00000000000          1921.63125           172.15158 R1L    
 940833.00000000000          1919.95750           175.47088 R1L    
 352971.00000000000          1919.61750           176.19679 R1S    
 598409.00000000000          1919.38750           175.10412 R2     
 352211.00000000000          1919.04750           211.00721 R1L    
 547752.00000000000          1917.94250           181.35617 R1L    
 350884.00000000000          1917.44375           195.33267 R1L    
 384081.00000000000          1916.60625           184.57269 M1     
 611210.00000000000          1915.14000           180.93212 R1L    
 677377.00000000000          1914.12000           185.06897 R2     
 192203.00000000000          1913.89000           174.97697 R2     
 402719.00000000000          1913.81375           186.19145 R1L    
 795559.00000000000          1910.62375           183.61279 R1L    
 386938.00000000000          1910.21500           175.26660 R1L    
 761734.00000000000          1908.75125           185.20779 R1L    
 366740.00000000000          1908.48750           175.41283 R2     
 343616.00000000000          1907.42625           220.00028 DMU    
 746578.00000000000          1905.24125           186.01888 R2     
 761973.00000000000          1905.08625           182.62671 R1L    
 145151.00000000000          1903.01750           182.79591 OS     
 748913.00000000000          1902.80125           179.60300 R1L    
 603175.00000000000          1899.30125           184.35850 R2     
 700468.00000000000          1899.11750           176.36876 R1L    
 397000.00000000000          1898.60000           186.46041 R3     
 350108.00000000000          1895.43500           190.56264 R1L    
 393397.00000000000          1894.90125           190.16677 R1L    
 882951.00000000000          1894.50875           177.62674 M2     
 729491.00000000000          1892.47625           184.72398 R1L    
 765909.00000000000          1892.36500           183.86527 R1L    
 782862.00000000000          1891.54500           197.06474 R1L    
 723429.00000000000          1888.70125           184.69410 R1L    
 753434.00000000000          1887.87875           185.67321 R1L    
 522029.00000000000          1887.84250           186.12663 R1L    
 397018.00000000000          1887.35500           236.04101 R3     
 457440.00000000000          1887.10000           180.94259 R1L    
 862698.00000000000          1886.00750           184.62755 R3     
 663948.00000000000          1885.01500           177.48171 R2S    
 524132.00000000000          1884.61375           173.85052 R1L    
 798314.00000000000          1881.83625           187.72942 R1L    
 869107.00000000000          1881.65375           184.08041 R1L    
 274431.00000000000          1881.28875           172.07133 MUC    
 193169.00000000000          1878.80125           180.21100 R1L    
 748939.00000000000          1878.08125           182.82982 R1L    
 274563.00000000000          1877.74875           184.08996 R1S    
 559757.00000000000          1876.95750           179.12717 R2S    
 998344.00000000000          1876.92625           192.16512 R1L    
 600908.00000000000          1873.60750           183.94665 C3     
 392407.00000000000          1873.16000           178.41918 R1L    
 778498.00000000000          1872.17875           186.09106 R1L    
 840926.00000000000          1871.50125           185.38841 R1L    
 626457.00000000000          1871.38500           174.31475 C2     
 393637.00000000000          1868.46750           217.74739 R1L    
 279190.00000000000          1868.34500           169.99876 R2     
 791707.00000000000          1867.79375           183.23965 R1L    
 758326.00000000000          1867.57125           183.41617 R1L    
 723437.00000000000          1867.51375           183.99532 R1L    
 697359.00000000000          1867.39375           183.02672 R2     
 393454.00000000000          1866.84375           183.53330 R1L    
 386003.00000000000          1866.27125           170.22313 R1L    
 625574.00000000000          1866.20125           171.20804 R1L    
 635789.00000000000          1865.56250           183.82965 R2     
 751487.00000000000          1865.21875           185.98000 R1L    
 390203.00000000000          1863.96625           209.28178 R2S    
 642033.00000000000          1862.03000           195.74844 R1L    
 388728.00000000000          1861.40875           181.28737 R1L    
 704544.00000000000          1860.54000           182.99081 M3     
 385765.00000000000          1860.19625           189.27377 R1L    
 530287.00000000000          1859.84875           190.40346 R1L    
 723692.00000000000          1859.61375           185.06985 R1L    
 681098.00000000000          1858.99000           183.11373 R2     
 684696.00000000000          1858.67625           174.49850 R1L    
 480384.00000000000          1858.12625           190.26336 R1L    
 751842.00000000000          1857.82000           183.50545 R1L    
 709907.00000000000          1857.72000           183.38468 R2     
 366765.00000000000          1857.47250           173.13063 R2     
 444802.00000000000          1856.98375           176.23710 R1L    
 390419.00000000000          1856.77500           184.11703 R2S    
 491530.00000000000          1856.35000           179.81036 R1L    
 816231.00000000000          1855.36875           180.38358 R1L    
 603324.00000000000          1855.11125           172.98359 R3     
 275123.00000000000          1854.81250           234.41775 R2     
 569962.00000000000          1854.26750           178.94748 R1L    
 145508.00000000000          1853.26000           176.21053 C2     
 723411.00000000000          1851.99125           183.19163 R1L    
 717868.00000000000          1851.62250           174.16036 R1L    
 354431.00000000000          1851.48125           172.18235 R1S    
 518381.00000000000          1851.00250           184.27220 R1L    
 617183.00000000000          1850.96125           184.61021 R2     
 396150.00000000000          1849.07375           190.65370 R1L    
 343897.00000000000          1848.69250           208.28693 OS     
 768820.00000000000          1848.31250           180.42508 R1L    
 603647.00000000000          1848.18750           182.83171 R2     
 390054.00000000000          1848.18000           182.72927 R2S    
 676023.00000000000          1847.12500           183.06123 R2     
 491829.00000000000          1846.64500           182.42250 R1L    
 576546.00000000000          1846.18250           181.54910 R2S    
 145680.00000000000          1845.41000           175.48947 R2     
 813881.00000000000          1844.84375           189.45533 R1L    
 437590.00000000000          1844.80250           171.95655 R1L    
 469643.00000000000          1844.48750           181.28833 R1L    
 603167.00000000000          1844.41000           182.43228 R2     
 444919.00000000000          1842.53250           170.53630 C2     
 394999.00000000000          1841.91375           175.92649 R2     
 395004.00000000000          1840.89750           175.23245 R2     
 278887.00000000000          1840.49750           181.29569 M1     
 387373.00000000000          1840.47500           169.79018 C2     
 552554.00000000000          1839.13000           185.04676 R1L    
 191940.00000000000          1838.93250           171.42898 R1L    
 908137.00000000000          1836.24875           180.58298 R1S    
 612572.00000000000          1835.69500           190.37193 R1L    
 586586.00000000000          1835.54750           171.93452 R1L    
 573196.00000000000          1835.39125           171.50395 R1L    
 462135.00000000000          1835.04750           180.13734 R1L    
 721506.00000000000          1834.11125           311.53343 C3     
 452318.00000000000          1833.28500           172.19828 C1     
 576215.00000000000          1833.05250           170.93268 R1L    
 390104.00000000000          1832.89250           181.23944 R2S    
 709121.00000000000          1832.52250           180.91167 R1L    
 857441.00000000000          1832.26375           174.60151 R3     
 348839.00000000000          1831.53750           198.14960 R1L    
 357475.00000000000          1831.25875           186.59967 R3     
 706663.00000000000          1830.23500           180.78778 R1L    
 402677.00000000000          1829.76750           169.17948 R1L    
 397372.00000000000          1829.74500           188.39844 C3     
 559732.00000000000          1829.02875           172.44350 R1L    
 275248.00000000000          1828.94375           192.78166 R1S    
 192971.00000000000          1828.43000           185.69547 R1L    
 753442.00000000000          1827.63875           180.99586 R1L    
 891465.00000000000          1827.52625           192.85698 R1L    
 726745.00000000000          1827.40125           180.82964 R1L    
 392639.00000000000          1827.39375           174.49809 R1L    
 697342.00000000000          1827.08750           180.63711 R1L    
 751362.00000000000          1825.85625           171.62514 R1L    
 396515.00000000000          1825.56000           275.05108 C3     
 576165.00000000000          1825.47000           190.00701 R1L    
 359695.00000000000          1824.25500           191.66662 MUC    
 283150.00000000000          1823.36125           175.55474 R1L    
 895458.00000000000          1823.16125           171.12260 R1L    
 384081.00000000000          1821.77625           189.96143 M1     
 755520.00000000000          1821.42125           189.45831 R1L    
 393330.00000000000          1820.60250           183.18403 R1L    
 813915.00000000000          1820.05125           185.26041 R1L    
 741603.00000000000          1819.62625           178.54286 R1L    
 491837.00000000000          1816.66500           180.94700 R1L    
 397240.00000000000          1815.98250           173.79519 R1L    
 192914.00000000000          1815.91000           170.90255 R1L    
 849067.00000000000          1815.12500           170.42260 M1     
 892869.00000000000          1814.07125           176.38693 R1L    
 343657.00000000000          1811.73750           169.83982 DMU    
 390716.00000000000          1810.60000           181.33309 R2S    
 444737.00000000000          1810.48000           175.01315 R1L    
 726737.00000000000          1810.01500           180.57442 R1L    
 469296.00000000000          1809.91125           179.80690 R1L    
 145425.00000000000          1809.63000           184.08131 C2     
 679258.00000000000          1809.39250           217.47936 R2     
 134114.00000000000          1809.22875           168.01502 A      
 569889.00000000000          1809.20625           197.55026 R1L    
 339499.00000000000          1808.98125           181.12419 I      
 470195.00000000000          1808.46750           171.82305 R1L    
 714303.00000000000          1804.16625           179.89308 R1L    
 777995.00000000000          1803.61250           164.36919 R1L    
 191890.00000000000          1801.55375           205.63449 R3     
 388397.00000000000          1800.52750           169.92268 R1L    
 277384.00000000000          1800.04000           174.61264 R1S    
 721712.00000000000          1800.02750           181.59035 R1L    
 849042.00000000000          1799.74000           169.70266 M1     
 737114.00000000000          1797.35000           179.59349 R1L    
 347781.00000000000          1797.31750           178.40029 R3     
 493254.00000000000          1796.31375           169.75342 R1L    
 613711.00000000000          1796.18875           171.46805 R1L    
 339994.00000000000          1794.95875           201.17895 DMU    
 391458.00000000000          1793.13375           170.25061 R1L    
 557785.00000000000          1792.56125           169.05512 R1L    
 444588.00000000000          1791.97500           174.18106 R1L    
 351775.00000000000          1789.70250           170.11044 R1S    
 470179.00000000000          1789.04875           175.58981 C3     
 897280.00000000000          1788.12625           178.84052 M3     
 145672.00000000000          1786.42375           183.00645 R1L    
 387779.00000000000          1785.98375           218.57036 C3     
 338921.00000000000          1785.80000           208.96859 CDA    
 134114.00000000000          1785.45375           167.21575 A      
 394197.00000000000          1785.17625           169.63483 R1L    
 900977.00000000000          1783.44750           171.36119 R1L    
 495259.00000000000          1782.05250           168.09976 R1L    
 615955.00000000000          1779.27750           170.33490 R1L    
 387779.00000000000          1778.28625           175.30888 C3     
 278317.00000000000          1778.25000           170.06359 R1S    
 386490.00000000000          1777.17375           174.53014 R2     
1016120.00000000000          1776.73500           176.31543 R1L    
 274449.00000000000          1775.62375           174.99152 MUC    
 392688.00000000000          1775.57125           172.43918 R1L    
 396648.00000000000          1775.37500           220.33735 R1L    
 568287.00000000000          1773.84000           170.08913 R1L    
 277350.00000000000          1773.46000           203.71815 MUC    
 363713.00000000000          1772.34375           173.83957 OS     
 391441.00000000000          1772.07125           169.38050 R1L    
 278937.00000000000          1770.38250           168.68287 MUC    
 552810.00000000000          1770.22625           172.03341 R1L    
 624452.00000000000          1769.83500           184.64791 R1L    
 348391.00000000000          1768.83625           178.67371 R1L    
 374157.00000000000          1765.86125           177.38123 R3     
 351213.00000000000          1762.34875           165.25504 R2     
 385989.00000000000          1761.18000           169.10900 R1L    
 688838.00000000000          1760.68250           184.48455 I      
 350090.00000000000          1759.89375           187.31237 R1L    
 495663.00000000000          1759.50375           165.96487 R1L    
 712661.00000000000          1759.28750           189.11787 R1L    
 524140.00000000000          1758.01750           165.64258 R1L    
 388843.00000000000          1757.34750           178.71887 R1L    
 718098.00000000000          1756.82625           178.82772 R1L    
 792085.00000000000          1756.65500           227.36360 R3     
 906859.00000000000          1756.41750           177.59268 R1L    
 577932.00000000000          1754.66000           167.68369 R1L    
 359760.00000000000          1754.65375           190.68685 MUC    
 578625.00000000000          1754.51000           176.58030 R2     
 277194.00000000000          1754.14375           182.46865 R1L    
 391235.00000000000          1753.25750           168.53734 R1L    
 343558.00000000000          1752.87250           203.94604 DMU    
 437723.00000000000          1752.57250           217.06682 R1L    
 441246.00000000000          1752.21000           174.59504 R3     
 395897.00000000000          1751.90500           177.13700 R1L    
 278358.00000000000          1750.96625           168.50017 R3     
 791913.00000000000          1750.93000           179.76094 R1L    
 283150.00000000000          1748.57750           167.80228 R1L    
 396457.00000000000          1748.41375           165.08515 MUC    
 612432.00000000000          1748.32875           181.08780 R1L    
 278838.00000000000          1748.15125           179.20318 M1     
 344895.00000000000          1747.74625           176.47579 R3     
 275164.00000000000          1747.55750           183.27481 R4     
 859595.00000000000          1747.39625           174.40641 R1L    
 359703.00000000000          1747.19000           190.78822 MUC    
 339093.00000000000          1747.15875           188.10942 CDA    
 547794.00000000000          1746.64125           173.68704 R1L    
 392670.00000000000          1746.22250           171.34803 R1L    
 585018.00000000000          1745.06250           170.64824 R2     
 558106.00000000000          1744.00625           166.68255 R1L    
 392621.00000000000          1743.82500           171.35003 R1L    
 386276.00000000000          1741.71250           174.90464 R2S    
 807818.00000000000          1741.65000           175.39203 R1L    
 346445.00000000000          1741.35375           171.93190 C1     
 855411.00000000000          1741.13625           167.58509 R1L    
 816207.00000000000          1740.09750           174.25094 R1L    
 145300.00000000000          1738.20750           172.30263 R1S    
 145870.00000000000          1738.16750           195.57481 R1L    
 560904.00000000000          1737.68375           171.44821 R1L    
 502369.00000000000          1737.17125           176.27746 R1L    
 388744.00000000000          1736.88875           174.55736 R1L    
 719971.00000000000          1736.43875           178.25762 R1L    
1025402.00000000000          1735.60750           176.47975 R2S    
 347674.00000000000          1734.92000           195.31483 R1L    
 396358.00000000000          1734.04500           168.02006 R1L    
 558452.00000000000          1733.99125           171.28019 R1L    
 515510.00000000000          1733.79625           167.63004 R1L    
 349456.00000000000          1733.55375           169.20082 R1L    
 661231.00000000000          1733.30375           187.37724 R1L    
 635821.00000000000          1731.81000           166.54208 R1L    
 366310.00000000000          1731.53000           168.92983 R2     
 578237.00000000000          1731.41875           169.90833 R1L    
 560730.00000000000          1730.35500           165.72622 R1L    
 849026.00000000000          1730.17375           178.11233 M1     
 370817.00000000000          1730.06875           169.67243 R2     
 841510.00000000000          1728.00375           243.77497 R3     
 393322.00000000000          1727.90750           181.88615 R1L    
 370122.00000000000          1727.77250           180.86544 R2     
 277053.00000000000          1726.88625           180.48119 R2     
 278234.00000000000          1725.83625           174.73112 R1S    
 145326.00000000000          1723.16625           173.96892 R1L    
 393348.00000000000          1723.15000           178.45175 R1L    
 469288.00000000000          1723.12500           187.83398 R1L    
 274654.00000000000          1722.89250           191.17681 MUC    
 145144.00000000000          1721.30500           181.24735 R1L    
 363879.00000000000          1720.78125           170.36902 R3     
 924563.00000000000          1720.37625           215.16723 R2     
 278226.00000000000          1719.80250           166.95607 R1S    
 914630.00000000000          1719.37000           189.79541 R2S    
 192088.00000000000          1719.24000           182.76695 R1L    
 547745.00000000000          1718.70125           171.42626 R1L    
 576132.00000000000          1717.91000           170.36017 R1L    
 533232.00000000000          1717.70250           176.92188 R1L    
 283150.00000000000          1717.61375           171.21595 R1L    
 397505.00000000000          1717.25125           172.72488 R2     
 412098.00000000000          1715.92000           166.29416 R1L    
 191833.00000000000          1715.86000           170.28545 R2     
 576280.00000000000          1714.56750           162.80710 R1L    
 388702.00000000000          1714.49375           166.12897 R1L    
 430850.00000000000          1714.46125           166.52272 R1L    
 706523.00000000000          1713.27250           171.58828 R1L    
 455659.00000000000          1712.86625           164.30868 R1L    
 720433.00000000000          1710.91875           165.68117 R2     
 408450.00000000000          1710.81000           197.42117 R1L    
      0.00000000000          1709.83000           296.86270 U      
 694075.00000000000          1709.72875           283.21391 R1L    
 145797.00000000000          1708.90125           201.84873 R1L    
 395400.00000000000          1708.83125           172.46128 R1L    
 395905.00000000000          1708.36250           176.00963 R1L    
 384081.00000000000          1708.24625           166.62192 M1     
 134924.00000000000          1707.62125           422.92025 R2     
 998716.00000000000          1706.35750           191.61072 R1S    
 411876.00000000000          1706.20000           172.63277 R1L    
 351585.00000000000          1706.05750           166.68482 R1S    
 392324.00000000000          1705.69250           171.94331 R1L    
 584623.00000000000          1705.44375           166.04933 R1L    
 430876.00000000000          1705.21625           166.11516 R1L    
 917971.00000000000          1704.38250           195.04706 R1L    
 493171.00000000000          1702.46125           165.89731 R1L    
 613356.00000000000          1702.08625           184.66967 R1L    
 452391.00000000000          1701.90625           178.20729 R1L    
 390997.00000000000          1701.75500           165.97138 R1L    
 578401.00000000000          1700.81375           172.56033 M1     
 278788.00000000000          1699.44500           165.19244 MUC    
 384081.00000000000          1698.27375           163.31383 M1     
 278184.00000000000          1698.21625           163.45795 R3     
 419598.00000000000          1698.16375           166.08204 R1L    
 390807.00000000000          1695.60750           164.88494 M2     
 392654.00000000000          1694.57500           169.37813 R1L    
 397158.00000000000          1694.24625           165.70343 R3     
 827519.00000000000          1693.91000           166.05873 R1L    
 900969.00000000000          1693.38750           169.69157 R3     
 274761.00000000000          1692.93000           167.98710 R3     
 829598.00000000000          1692.31750           173.60821 R1L    
 367896.00000000000          1691.33625           164.20204 R2     
 998054.00000000000          1691.25750           173.68260 R1S    
 597724.00000000000          1690.20000           166.61466 R2     
 283150.00000000000          1688.52500           165.32828 R1L    
 378786.00000000000          1687.15250           165.09442 R1S    
 716134.00000000000          1686.26500           166.99314 R1L    
 372136.00000000000          1685.40750           169.36363 C3     
 412106.00000000000          1684.91000           188.63622 R1L    
 386771.00000000000          1683.72875           164.14373 R3     
 538025.00000000000          1682.91000           165.94138 R1L    
 388041.00000000000          1682.67625           166.55076 R2S    
 828061.00000000000          1682.64000           185.96811 R1L    
 374231.00000000000          1682.17500           181.79731 R3     
 941534.00000000000          1681.35125           168.15407 R3     
 636548.00000000000          1681.26125           169.45808 R1L    
 622258.00000000000          1680.99125           172.88964 R1S    
 586321.00000000000          1680.28500           163.31316 R2     
 708099.00000000000          1679.96875           170.69009 R1L    
 396937.00000000000          1678.80750           164.88025 R2     
 600551.00000000000          1678.67625           160.59350 R3     
 654939.00000000000          1678.34750           171.85837 R1L    
 455485.00000000000          1676.93750           177.35555 R1L    
 430132.00000000000          1676.34500           163.93441 R3     
 624668.00000000000          1675.41375           181.95356 R3     
 386243.00000000000          1675.32875           175.44460 R1L    
 394205.00000000000          1674.34125           170.96904 R1L    
 358416.00000000000          1673.93875           169.78486 MUC    
 655274.00000000000          1673.49875           176.07490 R2S    
 441022.00000000000          1672.93500           168.20258 R1L    
 366526.00000000000          1670.51750           197.61114 R1L    
 635763.00000000000          1670.00000           171.31672 C2     
 373001.00000000000          1669.35875           164.52982 R3     
 504704.00000000000          1669.11750           170.27657 R1L    
 736926.00000000000          1669.08125           180.02706 R2S    
 274258.00000000000          1668.51000           164.27731 MUC    
 441154.00000000000          1667.87875           170.62633 R1L    
 572610.00000000000          1667.87250           164.67911 R1L    
 388322.00000000000          1667.74375           218.42191 C2     
 145136.00000000000          1667.04625           173.09634 R1L    
 685800.00000000000          1666.81750           163.68856 R1L    
 716159.00000000000          1666.48250           177.49538 R1L    
 739268.00000000000          1666.02500           167.65031 R1L    
 416099.00000000000          1665.98750           164.40396 R1L    
 349985.00000000000          1665.83125           189.37195 R1L    
 274597.00000000000          1665.80375           176.79223 MUC    
 370114.00000000000          1665.39250           178.74927 R2     
 393413.00000000000          1665.19500           170.83589 R1L    
 407049.00000000000           964.46500           162.25965 MUC    
 457648.00000000000          1664.56250           164.82480 R1L    
 395616.00000000000          1661.95000           164.11836 R2     
 721704.00000000000          1660.53500           168.22205 R1L    
 278747.00000000000          1659.81500           220.68447 MUC    
 393280.00000000000          1659.33125           169.43663 R2S    
 798322.00000000000          1659.28125           177.44820 R1L    
